location,time,longitude,latitude,pressure_dbar,temperature,salinity_permil,conductivity_mS_cm,EC_uS_cm,density_kg_m3,sigmaT,chl.flu_ppb,chl.a_ppb,turbidity_FTU,DO_perc,DO_mg_L,DO_umol_L,battery_V,depth
sP14,2024/07/29 14:01,113.86405,22.282857,6.4,27.703,24.204,40.198,37941.263,1014.42,14.392,0.79,0.79,2.09,66.22,4.542,141.961,8.02,6.359946849
sP14,2024/07/29 14:01,113.86405,22.282857,6.5,27.684,24.44,40.536,38276.147,1014.604,14.575,0.75,0.75,2.3,65.72,4.5,140.635,8.01,6.459319452
sP14,2024/07/29 14:01,113.86405,22.282857,6.6,27.586,24.841,41.058,38847.442,1014.934,14.906,0.69,0.69,3.46,65.32,4.471,139.727,8.02,6.558692007
sP14,2024/07/29 14:01,113.86405,22.282857,6.7,27.512,24.887,41.069,38917.666,1014.992,14.963,0.69,0.69,3.43,64.87,4.445,138.922,8.02,6.658064513
sP14,2024/07/29 14:01,113.86405,22.282857,6.8,27.496,25.029,41.266,39117.499,1015.103,15.074,0.78,0.78,3.15,61.07,4.182,130.702,8.02,6.757436971
sP14,2024/07/29 14:01,113.86405,22.282857,6.9,27.494,25.096,41.364,39212.726,1015.155,15.125,0.7,0.7,3.4,60.79,4.161,130.035,8.01,6.856809381
sP14,2024/07/29 14:01,113.86405,22.282857,7,27.442,25.279,41.594,39472.719,1015.308,15.278,0.88,0.88,4.62,60.26,4.124,128.896,8.02,6.956181742
sP14,2024/07/29 14:01,113.86405,22.282857,7.1,27.413,25.423,41.785,39678.354,1015.426,15.396,0.71,0.71,4.92,60.08,4.111,128.475,8.02,7.055554055
sP14,2024/07/29 14:01,113.86405,22.282857,7.2,27.38,25.604,42.026,39934.732,1015.573,15.541,0.72,0.72,5.51,59.77,4.088,127.757,8,7.154926321
sP14,2024/07/29 14:01,113.86405,22.282857,7.3,27.275,25.799,42.229,40215.509,1015.752,15.72,0.67,0.67,9.08,58.58,4.009,125.298,8.02,7.254298538
sP14,2024/07/29 14:01,113.86405,22.282857,7.4,27.148,26.43,43.051,41108.233,1016.264,16.232,0.68,0.68,24.31,55.46,3.789,118.413,8.02,7.353670706
